declaring_class,mtd_name,mtd_sig
MediaScannerConnection.MediaScannerConnectionClient,onScanCompleted,"void onScanCompleted (String path, Uri uri)"
MediaScannerConnection.OnScanCompletedListener,onScanCompleted,"void onScanCompleted (String path, Uri uri)"
ScanCallback,onScanFailed,void onScanFailed (int errorCode)
AdvertisingSetCallback,onScanResponseDataSet,"void onScanResponseDataSet (AdvertisingSet advertisingSet, int status)"
ScanCallback,onScanResult,"void onScanResult (int callbackType, ScanResult result)"
CallScreeningService,onScreenCall,void onScreenCall (Call.Details callDetails)
TextView,onScreenStateChanged,void onScreenStateChanged (int screenState)
View,onScreenStateChanged,void onScreenStateChanged (int screenState)
AbsListView.OnScrollListener,onScroll,"void onScroll (AbsListView view, int firstVisibleItem, int visibleItemCount, int totalItemCount)"
Gallery,onScroll,"boolean onScroll (MotionEvent e1, MotionEvent e2, float distanceX, float distanceY)"
GestureDetector.OnGestureListener,onScroll,"boolean onScroll (MotionEvent e1, MotionEvent e2, float distanceX, float distanceY)"
GestureDetector.SimpleOnGestureListener,onScroll,"boolean onScroll (MotionEvent e1, MotionEvent e2, float distanceX, float distanceY)"
View.OnScrollChangeListener,onScrollChange,"void onScrollChange (View v, int scrollX, int scrollY, int oldScrollX, int oldScrollY)"
TextView,onScrollChanged,"void onScrollChanged (int horiz, int vert, int oldHoriz, int oldVert)"
View,onScrollChanged,"void onScrollChanged (int l, int t, int oldl, int oldt)"
ViewTreeObserver.OnScrollChangedListener,onScrollChanged,void onScrollChanged ()
WebView,onScrollChanged,"void onScrollChanged (int l, int t, int oldl, int oldt)"
SlidingDrawer.OnDrawerScrollListener,onScrollEnded,void onScrollEnded ()
SlidingDrawer.OnDrawerScrollListener,onScrollStarted,void onScrollStarted ()
NumberPicker.OnScrollListener,onScrollStateChange,"void onScrollStateChange (NumberPicker view, int scrollState)"
AbsListView.OnScrollListener,onScrollStateChanged,"void onScrollStateChanged (AbsListView view, int scrollState)"
Activity,onSearchRequested,boolean onSearchRequested ()
Activity,onSearchRequested,boolean onSearchRequested (SearchEvent searchEvent)
Dialog,onSearchRequested,boolean onSearchRequested ()
Dialog,onSearchRequested,boolean onSearchRequested (SearchEvent searchEvent)
DreamService,onSearchRequested,boolean onSearchRequested ()
DreamService,onSearchRequested,boolean onSearchRequested (SearchEvent event)
Window.Callback,onSearchRequested,boolean onSearchRequested ()
Window.Callback,onSearchRequested,boolean onSearchRequested (SearchEvent searchEvent)
AbstractThreadedSyncAdapter,onSecurityException,"void onSecurityException (Account account, Bundle extras, String authority, SyncResult syncResult)"
DeviceAdminReceiver,onSecurityLogsAvailable,"void onSecurityLogsAvailable (Context context, Intent intent)"
MediaPlayer.OnSeekCompleteListener,onSeekComplete,void onSeekComplete (MediaPlayer mp)
MediaSession.Callback,onSeekTo,void onSeekTo (long pos)
CalendarView.OnDateChangeListener,onSelectedDayChange,"void onSelectedDayChange (CalendarView view, int year, int month, int dayOfMonth)"
ExtractEditText,onSelectionChanged,"void onSelectionChanged (int selStart, int selEnd)"
TextView,onSelectionChanged,"void onSelectionChanged (int selStart, int selEnd)"
TvInputService.Session,onSelectTrack,"boolean onSelectTrack (int type, String trackId)"
MidiInputPort,onSend,"void onSend (byte[] msg, int offset, int count, long timestamp)"
MidiReceiver,onSend,"void onSend (byte[] msg, int offset, int count, long timestamp)"
CarrierMessagingService,onSendDataSms,"void onSendDataSms (byte[] data, int subId, String destAddress, int destPort, int sendSmsFlag, ResultCallback<CarrierMessagingService.SendSmsResult> callback)"
CarrierMessagingService,onSendDataSms,"void onSendDataSms (byte[] data, int subId, String destAddress, int destPort, ResultCallback<CarrierMessagingService.SendSmsResult> callback)"
IntentSender.OnFinished,onSendFinished,"void onSendFinished (IntentSender IntentSender, Intent intent, int resultCode, String resultData, Bundle resultExtras)"
PendingIntent.OnFinished,onSendFinished,"void onSendFinished (PendingIntent pendingIntent, Intent intent, int resultCode, String resultData, Bundle resultExtras)"
CarrierMessagingService,onSendMms,"void onSendMms (Uri pduUri, int subId, Uri location, ResultCallback<CarrierMessagingService.SendMmsResult> callback)"
CarrierMessagingService,onSendMultipartTextSms,"void onSendMultipartTextSms (List<String> parts, int subId, String destAddress, int sendSmsFlag, ResultCallback<CarrierMessagingService.SendMultipartSmsResult> callback)"
CarrierMessagingService,onSendMultipartTextSms,"void onSendMultipartTextSms (List<String> parts, int subId, String destAddress, ResultCallback<CarrierMessagingService.SendMultipartSmsResult> callback)"
Connection.VideoProvider,onSendSessionModifyRequest,"void onSendSessionModifyRequest (VideoProfile fromProfile, VideoProfile toProfile)"
Connection.VideoProvider,onSendSessionModifyResponse,void onSendSessionModifyResponse (VideoProfile responseProfile)
CarrierMessagingService,onSendTextSms,"void onSendTextSms (String text, int subId, String destAddress, int sendSmsFlag, ResultCallback<CarrierMessagingService.SendSmsResult> callback)"
CarrierMessagingService,onSendTextSms,"void onSendTextSms (String text, int subId, String destAddress, ResultCallback<CarrierMessagingService.SendSmsResult> callback)"
SensorEventCallback,onSensorAdditionalInfo,void onSensorAdditionalInfo (SensorAdditionalInfo info)
OrientationListener,onSensorChanged,"void onSensorChanged (int sensor, float[] values)"
SensorEventCallback,onSensorChanged,void onSensorChanged (SensorEvent event)
SensorEventListener,onSensorChanged,void onSensorChanged (SensorEvent event)
SensorListener,onSensorChanged,"void onSensorChanged (int sensor, float[] values)"
Conference,onSeparate,void onSeparate (Connection connection)
BluetoothGattServerCallback,onServiceAdded,"void onServiceAdded (int status, BluetoothGattService service)"
WifiP2pManager.ServiceResponseListener,onServiceAvailable,"void onServiceAvailable (int protocolType, byte[] responseData, WifiP2pDevice srcDevice)"
AccessibilityService,onServiceConnected,void onServiceConnected ()
BluetoothProfile.ServiceListener,onServiceConnected,"void onServiceConnected (int profile, BluetoothProfile proxy)"
MediaScannerConnection,onServiceConnected,"void onServiceConnected (ComponentName className, IBinder service)"
ServiceConnection,onServiceConnected,"void onServiceConnected (ComponentName name, IBinder service)"
BluetoothProfile.ServiceListener,onServiceDisconnected,void onServiceDisconnected (int profile)
MediaScannerConnection,onServiceDisconnected,void onServiceDisconnected (ComponentName className)
ServiceConnection,onServiceDisconnected,void onServiceDisconnected (ComponentName name)
DiscoverySessionCallback,onServiceDiscovered,"void onServiceDiscovered (PeerHandle peerHandle, byte[] serviceSpecificInfo, List<byte[]> matchFilter)"
NsdManager.DiscoveryListener,onServiceFound,void onServiceFound (NsdServiceInfo serviceInfo)
NsdManager.DiscoveryListener,onServiceLost,void onServiceLost (NsdServiceInfo serviceInfo)
NsdManager.RegistrationListener,onServiceRegistered,void onServiceRegistered (NsdServiceInfo serviceInfo)
NsdManager.ResolveListener,onServiceResolved,void onServiceResolved (NsdServiceInfo serviceInfo)
BluetoothGattCallback,onServicesDiscovered,"void onServicesDiscovered (BluetoothGatt gatt, int status)"
PhoneStateListener,onServiceStateChanged,void onServiceStateChanged (ServiceState serviceState)
NsdManager.RegistrationListener,onServiceUnregistered,void onServiceUnregistered (NsdServiceInfo serviceInfo)
DiscoverySessionCallback,onSessionConfigFailed,void onSessionConfigFailed ()
DiscoverySessionCallback,onSessionConfigUpdated,void onSessionConfigUpdated ()
MediaController.Callback,onSessionDestroyed,void onSessionDestroyed ()
MediaController.Callback,onSessionEvent,"void onSessionEvent (String event, Bundle extras)"
InCallService.VideoCall.Callback,onSessionModifyRequestReceived,void onSessionModifyRequestReceived (VideoProfile videoProfile)
RemoteConnection.VideoProvider.Callback,onSessionModifyRequestReceived,"void onSessionModifyRequestReceived (RemoteConnection.VideoProvider videoProvider, VideoProfile videoProfile)"
InCallService.VideoCall.Callback,onSessionModifyResponseReceived,"void onSessionModifyResponseReceived (int status, VideoProfile requestedProfile, VideoProfile responseProfile)"
RemoteConnection.VideoProvider.Callback,onSessionModifyResponseReceived,"void onSessionModifyResponseReceived (RemoteConnection.VideoProvider videoProvider, int status, VideoProfile requestedProfile, VideoProfile responseProfile)"
DiscoverySessionCallback,onSessionTerminated,void onSessionTerminated ()
ImageButton,onSetAlpha,boolean onSetAlpha (int alpha)
View,onSetAlpha,boolean onSetAlpha (int alpha)
Connection.VideoProvider,onSetCamera,void onSetCamera (String cameraId)
TvInputService.Session,onSetCaptionEnabled,void onSetCaptionEnabled (boolean enabled)
LauncherActivity,onSetContentView,void onSetContentView ()
Connection.VideoProvider,onSetDeviceOrientation,void onSetDeviceOrientation (int rotation)
Connection.VideoProvider,onSetDisplaySurface,void onSetDisplaySurface (Surface surface)
EditTextPreference,onSetInitialValue,"void onSetInitialValue (boolean restoreValue, Object defaultValue)"
ListPreference,onSetInitialValue,"void onSetInitialValue (boolean restoreValue, Object defaultValue)"
MultiSelectListPreference,onSetInitialValue,"void onSetInitialValue (boolean restoreValue, Object defaultValue)"
Preference,onSetInitialValue,"void onSetInitialValue (boolean restorePersistedValue, Object defaultValue)"
RingtonePreference,onSetInitialValue,"void onSetInitialValue (boolean restorePersistedValue, Object defaultValueObj)"
TwoStatePreference,onSetInitialValue,"void onSetInitialValue (boolean restoreValue, Object defaultValue)"
Connection.VideoProvider,onSetPauseImage,void onSetPauseImage (Uri uri)
Connection.VideoProvider,onSetPreviewSurface,void onSetPreviewSurface (Surface surface)
MediaSession.Callback,onSetRating,void onSetRating (Rating rating)
TvInputService.Session,onSetStreamVolume,void onSetStreamVolume (float volume)
TvInputService.HardwareSession,onSetSurface,boolean onSetSurface (Surface surface)
TvInputService.Session,onSetSurface,boolean onSetSurface (Surface surface)
VolumeProvider,onSetVolumeTo,void onSetVolumeTo (int volume)
Connection.VideoProvider,onSetZoom,void onSetZoom (float value)
SharedElementCallback,onSharedElementEnd,"void onSharedElementEnd (List<String> sharedElementNames, List<View> sharedElements, List<View> sharedElementSnapshots)"
SharedElementCallback,onSharedElementsArrived,"void onSharedElementsArrived (List<String> sharedElementNames, List<View> sharedElements, SharedElementCallback.OnSharedElementsReadyListener listener)"
SharedElementCallback.OnSharedElementsReadyListener,onSharedElementsReady,void onSharedElementsReady ()
SharedElementCallback,onSharedElementStart,"void onSharedElementStart (List<String> sharedElementNames, List<View> sharedElements, List<View> sharedElementSnapshots)"
SharedPreferences.OnSharedPreferenceChangeListener,onSharedPreferenceChanged,"void onSharedPreferenceChanged (SharedPreferences sharedPreferences, String key)"
ShareActionProvider.OnShareTargetSelectedListener,onShareTargetSelected,"boolean onShareTargetSelected (ShareActionProvider source, Intent intent)"
LauncherApps.Callback,onShortcutsChanged,"void onShortcutsChanged (String packageName, List<ShortcutInfo> shortcuts, UserHandle user)"
FragmentHostCallback,onShouldSaveFragmentState,boolean onShouldSaveFragmentState (Fragment fragment)
DialogInterface.OnShowListener,onShow,void onShow (DialogInterface dialog)
VoiceInteractionSession,onShow,"void onShow (Bundle args, int showFlags)"
WebChromeClient,onShowCustomView,"void onShowCustomView (View view, int requestedOrientation, WebChromeClient.CustomViewCallback callback)"
WebChromeClient,onShowCustomView,"void onShowCustomView (View view, WebChromeClient.CustomViewCallback callback)"
WebChromeClient,onShowFileChooser,"boolean onShowFileChooser (WebView webView, ValueCallback<Uri[]> filePathCallback, WebChromeClient.FileChooserParams fileChooserParams)"
InputMethodService,onShowInputRequested,"boolean onShowInputRequested (int flags, boolean configChange)"
AccessibilityService.SoftKeyboardController.OnShowModeChangedListener,onShowModeChanged,"void onShowModeChanged (AccessibilityService.SoftKeyboardController controller, int showMode)"
Gallery,onShowPress,void onShowPress (MotionEvent e)
GestureDetector.OnGestureListener,onShowPress,void onShowPress (MotionEvent e)
GestureDetector.SimpleOnGestureListener,onShowPress,void onShowPress (MotionEvent e)
VoiceInteractionService,onShutdown,void onShutdown ()
Camera.ShutterCallback,onShutter,void onShutter ()
PhoneStateListener,onSignalStrengthChanged,void onSignalStrengthChanged (int asu)
PhoneStateListener,onSignalStrengthsChanged,void onSignalStrengthsChanged (SignalStrength signalStrength)
InCallService,onSilenceRinger,void onSilenceRinger ()
VisualVoicemailService,onSimRemoved,"void onSimRemoved (VisualVoicemailService.VisualVoicemailTask task, PhoneAccountHandle phoneAccountHandle)"
GestureDetector.OnDoubleTapListener,onSingleTapConfirmed,boolean onSingleTapConfirmed (MotionEvent e)
GestureDetector.SimpleOnGestureListener,onSingleTapConfirmed,boolean onSingleTapConfirmed (MotionEvent e)
Gallery,onSingleTapUp,boolean onSingleTapUp (MotionEvent e)
GestureDetector.OnGestureListener,onSingleTapUp,boolean onSingleTapUp (MotionEvent e)
GestureDetector.SimpleOnGestureListener,onSingleTapUp,boolean onSingleTapUp (MotionEvent e)
AbsListView,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
AbsSeekBar,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
AnalogClock,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
HorizontalScrollView,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
KeyboardView,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
ListView,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
ProgressBar,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
ScrollView,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
TabWidget,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
TextureView,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
View,onSizeChanged,"void onSizeChanged (int w, int h, int oldw, int oldh)"
WebView,onSizeChanged,"void onSizeChanged (int w, int h, int ow, int oh)"
MediaSession.Callback,onSkipToNext,void onSkipToNext ()
MediaSession.Callback,onSkipToPrevious,void onSkipToPrevious ()
MediaSession.Callback,onSkipToQueueItem,void onSkipToQueueItem (long id)
VisualVoicemailService,onSmsReceived,"void onSmsReceived (VisualVoicemailService.VisualVoicemailTask task, VisualVoicemailSms sms)"
MultiTapKeyListener,onSpanAdded,"void onSpanAdded (Spannable s, Object what, int start, int end)"
SpanWatcher,onSpanAdded,"void onSpanAdded (Spannable text, Object what, int start, int end)"
TextKeyListener,onSpanAdded,"void onSpanAdded (Spannable s, Object what, int start, int end)"
MultiTapKeyListener,onSpanChanged,"void onSpanChanged (Spannable buf, Object what, int s, int e, int start, int stop)"
SpanWatcher,onSpanChanged,"void onSpanChanged (Spannable text, Object what, int ostart, int oend, int nstart, int nend)"
TextKeyListener,onSpanChanged,"void onSpanChanged (Spannable s, Object what, int start, int end, int st, int en)"
MultiTapKeyListener,onSpanRemoved,"void onSpanRemoved (Spannable s, Object what, int start, int end)"
SpanWatcher,onSpanRemoved,"void onSpanRemoved (Spannable text, Object what, int start, int end)"
TextKeyListener,onSpanRemoved,"void onSpanRemoved (Spannable s, Object what, int start, int end)"
Activity,onStart,void onStart ()
Dialog,onStart,void onStart ()
DialogFragment,onStart,void onStart ()
ForkJoinWorkerThread,onStart,void onStart ()
Fragment,onStart,void onStart ()
Instrumentation,onStart,void onStart ()
InstrumentationTestRunner,onStart,void onStart ()
IntentService,onStart,"void onStart (Intent intent, int startId)"
LoginFilter,onStart,void onStart ()
NativeActivity,onStart,void onStart ()
PreferenceFragment,onStart,void onStart ()
Presentation,onStart,void onStart ()
PrintDocumentAdapter,onStart,void onStart ()
ProgressDialog,onStart,void onStart ()
Service,onStart,"void onStart (Intent intent, int startId)"
SettingInjectorService,onStart,"void onStart (Intent intent, int startId)"
UtteranceProgressListener,onStart,void onStart (String utteranceId)
Instrumentation.ActivityMonitor,onStartActivity,Instrumentation.ActivityResult onStartActivity (Intent intent)
FragmentHostCallback,onStartActivityFromFragment,"void onStartActivityFromFragment (Fragment fragment, Intent intent, int requestCode, Bundle options)"
InputMethodService,onStartCandidatesView,"void onStartCandidatesView (EditorInfo info, boolean restarting)"
IntentService,onStartCommand,"int onStartCommand (Intent intent, int flags, int startId)"
Service,onStartCommand,"int onStartCommand (Intent intent, int flags, int startId)"
SettingInjectorService,onStartCommand,"int onStartCommand (Intent intent, int flags, int startId)"
NsdManager.DiscoveryListener,onStartDiscoveryFailed,"void onStartDiscoveryFailed (String serviceType, int errorCode)"
GnssStatus.Callback,onStarted,void onStarted ()
WifiManager.LocalOnlyHotspotCallback,onStarted,void onStarted (WifiManager.LocalOnlyHotspotReservation reservation)
WifiManager.WpsCallback,onStarted,void onStarted (String pin)
AdvertiseCallback,onStartFailure,void onStartFailure (int errorCode)
InputMethodService,onStartInput,"void onStartInput (EditorInfo attribute, boolean restarting)"
InputMethodService,onStartInputView,"void onStartInputView (EditorInfo info, boolean restarting)"
FragmentHostCallback,onStartIntentSenderFromFragment,"void onStartIntentSenderFromFragment (Fragment fragment, IntentSender intent, int requestCode, Intent fillInIntent, int flagsMask, int flagsValues, int extraFlags, Bundle options)"
JobService,onStartJob,boolean onStartJob (JobParameters params)
JobServiceEngine,onStartJob,boolean onStartJob (JobParameters params)
RecognitionService,onStartListening,"void onStartListening (Intent recognizerIntent, RecognitionService.Callback listener)"
TileService,onStartListening,void onStartListening ()
CursorLoader,onStartLoading,void onStartLoading ()
Loader,onStartLoading,void onStartLoading ()
AbsListView,onStartNestedScroll,"boolean onStartNestedScroll (View child, View target, int nestedScrollAxes)"
ScrollView,onStartNestedScroll,"boolean onStartNestedScroll (View child, View target, int nestedScrollAxes)"
ViewGroup,onStartNestedScroll,"boolean onStartNestedScroll (View child, View target, int nestedScrollAxes)"
ViewParent,onStartNestedScroll,"boolean onStartNestedScroll (View child, View target, int nestedScrollAxes)"
PrinterDiscoverySession,onStartPrinterDiscovery,void onStartPrinterDiscovery (List<PrinterId> priorityList)
PrinterDiscoverySession,onStartPrinterStateTracking,void onStartPrinterStateTracking (PrinterId printerId)
TvInputService.RecordingSession,onStartRecording,void onStartRecording (Uri programUri)
AdvertiseCallback,onStartSuccess,void onStartSuccess (AdvertiseSettings settingsInEffect)
View,onStartTemporaryDetach,void onStartTemporaryDetach ()
WebView,onStartTemporaryDetach,void onStartTemporaryDetach ()
SeekBar.OnSeekBarChangeListener,onStartTrackingTouch,void onStartTrackingTouch (SeekBar seekBar)
AdaptiveIconDrawable,onStateChange,boolean onStateChange (int[] state)
AnimatedStateListDrawable,onStateChange,boolean onStateChange (int[] stateSet)
AnimatedVectorDrawable,onStateChange,boolean onStateChange (int[] state)
BitmapDrawable,onStateChange,boolean onStateChange (int[] stateSet)
ColorDrawable,onStateChange,boolean onStateChange (int[] stateSet)
Drawable,onStateChange,boolean onStateChange (int[] state)
DrawableContainer,onStateChange,boolean onStateChange (int[] state)
DrawableWrapper,onStateChange,boolean onStateChange (int[] state)
GradientDrawable,onStateChange,boolean onStateChange (int[] stateSet)
LayerDrawable,onStateChange,boolean onStateChange (int[] state)
NinePatchDrawable,onStateChange,boolean onStateChange (int[] stateSet)
RippleDrawable,onStateChange,boolean onStateChange (int[] stateSet)
ShapeDrawable,onStateChange,boolean onStateChange (int[] stateSet)
VectorDrawable,onStateChange,boolean onStateChange (int[] stateSet)
Call.Callback,onStateChanged,"void onStateChanged (Call call, int state)"
RemoteConference.Callback,onStateChanged,"void onStateChanged (RemoteConference conference, int oldState, int newState)"
RemoteConnection.Callback,onStateChanged,"void onStateChanged (RemoteConnection connection, int state)"
Activity,onStateNotSaved,void onStateNotSaved ()
GnssMeasurementsEvent.Callback,onStatusChanged,void onStatusChanged (int status)
GnssNavigationMessage.Callback,onStatusChanged,void onStatusChanged (int status)
LocationListener,onStatusChanged,"void onStatusChanged (String provider, int status, Bundle extras)"
SyncStatusObserver,onStatusChanged,void onStatusChanged (int which)
RemoteConnection.Callback,onStatusHintsChanged,"void onStatusHintsChanged (RemoteConnection connection, StatusHints statusHints)"
Activity,onStop,void onStop ()
ActivityGroup,onStop,void onStop ()
Dialog,onStop,void onStop ()
DialogFragment,onStop,void onStop ()
Fragment,onStop,void onStop ()
LoginFilter,onStop,void onStop ()
MediaProjection.Callback,onStop,void onStop ()
MediaSession.Callback,onStop,void onStop ()
NativeActivity,onStop,void onStop ()
PreferenceActivity,onStop,void onStop ()
PreferenceFragment,onStop,void onStop ()
Presentation,onStop,void onStop ()
ProgressDialog,onStop,void onStop ()
TextToSpeechService,onStop,void onStop ()
UtteranceProgressListener,onStop,"void onStop (String utteranceId, boolean interrupted)"
NsdManager.DiscoveryListener,onStopDiscoveryFailed,"void onStopDiscoveryFailed (String serviceType, int errorCode)"
Conference,onStopDtmfTone,void onStopDtmfTone ()
JobService,onStopJob,boolean onStopJob (JobParameters params)
JobServiceEngine,onStopJob,boolean onStopJob (JobParameters params)
RecognitionService,onStopListening,void onStopListening (RecognitionService.Callback listener)
TileService,onStopListening,void onStopListening ()
CursorLoader,onStopLoading,void onStopLoading ()
Loader,onStopLoading,void onStopLoading ()
ScrollView,onStopNestedScroll,void onStopNestedScroll (View target)
ViewGroup,onStopNestedScroll,void onStopNestedScroll (View child)
ViewParent,onStopNestedScroll,void onStopNestedScroll (View target)
GnssStatus.Callback,onStopped,void onStopped ()
VirtualDisplay.Callback,onStopped,void onStopped ()
VisualVoicemailService,onStopped,void onStopped (VisualVoicemailService.VisualVoicemailTask task)
WifiManager.LocalOnlyHotspotCallback,onStopped,void onStopped ()
PrinterDiscoverySession,onStopPrinterDiscovery,void onStopPrinterDiscovery ()
PrinterDiscoverySession,onStopPrinterStateTracking,void onStopPrinterStateTracking (PrinterId printerId)
TvInputService.RecordingSession,onStopRecording,void onStopRecording ()
SeekBar.OnSeekBarChangeListener,onStopTrackingTouch,void onStopTrackingTouch (SeekBar seekBar)
ConditionProviderService,onSubscribe,void onSubscribe (Uri conditionId)
DiscoverySessionCallback,onSubscribeStarted,void onSubscribeStarted (SubscribeDiscoverySession session)
SubscriptionManager.OnSubscriptionsChangedListener,onSubscriptionsChanged,void onSubscriptionsChanged ()
WifiManager.WpsCallback,onSucceeded,void onSucceeded ()
FillCallback,onSuccess,void onSuccess (FillResponse response)
SaveCallback,onSuccess,void onSuccess ()
WifiP2pManager.ActionListener,onSuccess,void onSuccess ()
SearchView.OnSuggestionListener,onSuggestionClick,boolean onSuggestionClick (int position)
SearchView.OnSuggestionListener,onSuggestionSelect,boolean onSuggestionSelect (int position)
GLSurfaceView.Renderer,onSurfaceChanged,"void onSurfaceChanged(GL10 gl, int width, int height) "
TvInputService.Session,onSurfaceChanged,"void onSurfaceChanged (int format, int width, int height)"
WallpaperService.Engine,onSurfaceChanged,"void onSurfaceChanged (SurfaceHolder holder, int format, int width, int height)"
GLSurfaceView.Renderer,onSurfaceCreated,"void onSurfaceCreated (GL10 gl, EGLConfig config)"
WallpaperService.Engine,onSurfaceCreated,void onSurfaceCreated (SurfaceHolder holder)
WallpaperService.Engine,onSurfaceDestroyed,void onSurfaceDestroyed (SurfaceHolder holder)
CameraCaptureSession.StateCallback,onSurfacePrepared,"void onSurfacePrepared (CameraCaptureSession session, Surface surface)"
WallpaperService.Engine,onSurfaceRedrawNeeded,void onSurfaceRedrawNeeded (SurfaceHolder holder)
TextureView.SurfaceTextureListener,onSurfaceTextureAvailable,"void onSurfaceTextureAvailable (SurfaceTexture surface, int width, int height)"
TextureView.SurfaceTextureListener,onSurfaceTextureDestroyed,boolean onSurfaceTextureDestroyed (SurfaceTexture surface)
TextureView.SurfaceTextureListener,onSurfaceTextureSizeChanged,"void onSurfaceTextureSizeChanged (SurfaceTexture surface, int width, int height)"
TextureView.SurfaceTextureListener,onSurfaceTextureUpdated,void onSurfaceTextureUpdated (SurfaceTexture surface)
Conference,onSwap,void onSwap ()
AbstractThreadedSyncAdapter,onSyncCanceled,void onSyncCanceled ()
AbstractThreadedSyncAdapter,onSyncCanceled,void onSyncCanceled (Thread thread)
CookieSyncManager,onSyncInit,void onSyncInit ()
TextToSpeechService,onSynthesizeText,"void onSynthesizeText (SynthesisRequest request, SynthesisCallback callback)"
View.OnSystemUiVisibilityChangeListener,onSystemUiVisibilityChange,void onSystemUiVisibilityChange (int visibility)
DeviceAdminReceiver,onSystemUpdatePending,"void onSystemUpdatePending (Context context, Intent intent, long receivedTime)"
TabHost.OnTabChangeListener,onTabChanged,void onTabChanged (String tabId)
ActionBar.TabListener,onTabReselected,"void onTabReselected (ActionBar.Tab tab, FragmentTransaction ft)"
ActionBar.TabListener,onTabSelected,"void onTabSelected (ActionBar.Tab tab, FragmentTransaction ft)"
ActionBar.TabListener,onTabUnselected,"void onTabUnselected (ActionBar.Tab tab, FragmentTransaction ft)"
NfcAdapter.ReaderCallback,onTagDiscovered,void onTagDiscovered (Tag tag)
NfcAdapter.OnTagRemovedListener,onTagRemoved,void onTagRemoved ()
ArrowKeyMovementMethod,onTakeFocus,"void onTakeFocus (TextView view, Spannable text, int dir)"
LinkMovementMethod,onTakeFocus,"void onTakeFocus (TextView view, Spannable text, int dir)"
MovementMethod,onTakeFocus,"void onTakeFocus (TextView widget, Spannable text, int direction)"
ScrollingMovementMethod,onTakeFocus,"void onTakeFocus (TextView widget, Spannable text, int dir)"
VoiceInteractionSession,onTaskFinished,"void onTaskFinished (Intent intent, int taskId)"
Service,onTaskRemoved,void onTaskRemoved (Intent rootIntent)
VoiceInteractionSession,onTaskStarted,"void onTaskStarted (Intent intent, int taskId)"
Application,onTerminate,void onTerminate ()
MockApplication,onTerminate,void onTerminate ()
ForkJoinWorkerThread,onTermination,void onTermination (Throwable exception)
KeyboardView.OnKeyboardActionListener,onText,void onText (CharSequence text)
AbsListView,onTextChanged,"void onTextChanged (CharSequence s, int start, int before, int count)"
PasswordTransformationMethod,onTextChanged,"void onTextChanged (CharSequence s, int start, int before, int count)"
PhoneNumberFormattingTextWatcher,onTextChanged,"void onTextChanged (CharSequence s, int start, int before, int count)"
TextView,onTextChanged,"void onTextChanged (CharSequence text, int start, int lengthBefore, int lengthAfter)"
TextWatcher,onTextChanged,"void onTextChanged (CharSequence s, int start, int before, int count)"
ExtractEditText,onTextContextMenuItem,boolean onTextContextMenuItem (int id)
TextView,onTextContextMenuItem,boolean onTextContextMenuItem (int id)
NetworkStatsManager.UsageCallback,onThresholdReached,"void onThresholdReached (int networkType, String subscriberId)"
CountDownTimer,onTick,void onTick (long millisUntilFinished)
TileService,onTileAdded,void onTileAdded ()
TileService,onTileRemoved,void onTileRemoved ()
TimePicker.OnTimeChangedListener,onTimeChanged,"void onTimeChanged (TimePicker view, int hourOfDay, int minute)"
TimePickerDialog,onTimeChanged,"void onTimeChanged (TimePicker view, int hourOfDay, int minute)"
MediaPlayer.OnTimedMetaDataAvailableListener,onTimedMetaDataAvailable,"void onTimedMetaDataAvailable (MediaPlayer mp, TimedMetaData data)"
MediaPlayer.OnTimedTextListener,onTimedText,"void onTimedText (MediaPlayer mp, TimedText text)"
TimePickerDialog.OnTimeSetListener,onTimeSet,"void onTimeSet (TimePicker view, int hourOfDay, int minute)"
TvView.TimeShiftPositionCallback,onTimeShiftCurrentPositionChanged,"void onTimeShiftCurrentPositionChanged (String inputId, long timeMs)"
TvInputService.Session,onTimeShiftGetCurrentPosition,long onTimeShiftGetCurrentPosition ()
TvInputService.Session,onTimeShiftGetStartPosition,long onTimeShiftGetStartPosition ()
TvInputService.Session,onTimeShiftPause,void onTimeShiftPause ()
TvInputService.Session,onTimeShiftPlay,void onTimeShiftPlay (Uri recordedProgramUri)
TvInputService.Session,onTimeShiftResume,void onTimeShiftResume ()
TvInputService.Session,onTimeShiftSeekTo,void onTimeShiftSeekTo (long timeMs)
TvInputService.Session,onTimeShiftSetPlaybackParams,void onTimeShiftSetPlaybackParams (PlaybackParams params)
TvView.TimeShiftPositionCallback,onTimeShiftStartPositionChanged,"void onTimeShiftStartPositionChanged (String inputId, long timeMs)"
TvView.TvInputCallback,onTimeShiftStatusChanged,"void onTimeShiftStatusChanged (String inputId, int status)"
TimeAnimator.TimeListener,onTimeUpdate,"void onTimeUpdate (TimeAnimator animation, long totalTime, long deltaTime)"
